[001] Training Loss = 0.9892840668357300 | Validation Loss = 0.8990786539583803 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:03.011221
[002] Training Loss = 0.8965691768793835 | Validation Loss = 0.8876476125873087 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.839338
[003] Training Loss = 0.8826791740737817 | Validation Loss = 0.8715858895751203 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.818122
[004] Training Loss = 0.8616519145620841 | Validation Loss = 0.8465781384394419 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.850807
[005] Training Loss = 0.8323762540565840 | Validation Loss = 0.8122073888484280 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.845666
[006] Training Loss = 0.7855625187395286 | Validation Loss = 0.7128621477748912 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.847439
[007] Training Loss = 0.5879315175296457 | Validation Loss = 0.2604642239293194 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.833884
[008] Training Loss = 0.2323730619046456 | Validation Loss = 0.0437706559818446 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.840965
[009] Training Loss = 0.0794383823889569 | Validation Loss = 0.0164737692896481 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.846065
[010] Training Loss = 0.0411961810792052 | Validation Loss = 0.0081310593628543 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.837512
[011] Training Loss = 0.0257197307568839 | Validation Loss = 0.0066222327886883 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.850344
[012] Training Loss = 0.0201842864720568 | Validation Loss = 0.0044758486415781 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.793508
[013] Training Loss = 0.0154196909517543 | Validation Loss = 0.0055327638948718 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.845832
[014] Training Loss = 0.0127605424972193 | Validation Loss = 0.0051903665398649 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.842809
[015] Training Loss = 0.0135209434579613 | Validation Loss = 0.0032165800917954 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.849955
[016] Training Loss = 0.0107831669113603 | Validation Loss = 0.0018822552557069 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.837341
[017] Training Loss = 0.0085005492297813 | Validation Loss = 0.0025461502900225 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.898734
[018] Training Loss = 0.0072570649743274 | Validation Loss = 0.0013416224612575 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.860575
[019] Training Loss = 0.0068115127889383 | Validation Loss = 0.0015269069191594 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.851224
[020] Training Loss = 0.0073208675201389 | Validation Loss = 0.0073111399478495 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.835505
[021] Training Loss = 0.0074967448879899 | Validation Loss = 0.0020235829736218 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.840604
[022] Training Loss = 0.0068724980980931 | Validation Loss = 0.0023500058347584 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.849286
[023] Training Loss = 0.0040623721712568 | Validation Loss = 0.0014730738556909 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.851474
[024] Training Loss = 0.0037676091992711 | Validation Loss = 0.0016436396083754 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.860328
[025] Training Loss = 0.0039180433985492 | Validation Loss = 0.0008943049880816 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.783769
[026] Training Loss = 0.0039541121667285 | Validation Loss = 0.0011507776131613 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.851636
[027] Training Loss = 0.0030841138906403 | Validation Loss = 0.0008265662578230 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.850760
[028] Training Loss = 0.0024514810600128 | Validation Loss = 0.0004507655151247 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.845840
[029] Training Loss = 0.0033879211202414 | Validation Loss = 0.0004464096245350 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.813387
