[001] Training Loss = 0.9857642171568296 | Validation Loss = 0.9493536391211101 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:03.096010
[002] Training Loss = 0.9028897369849678 | Validation Loss = 0.8429493738208651 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.990847
[003] Training Loss = 0.8156973377400530 | Validation Loss = 0.7821283109992453 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.984172
[004] Training Loss = 0.7663475045299091 | Validation Loss = 0.7418606074700467 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:03.002913
[005] Training Loss = 0.7147590777279281 | Validation Loss = 0.6181432765193450 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:03.044657
[006] Training Loss = 0.5589352568303929 | Validation Loss = 0.2951353801713253 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.992616
[007] Training Loss = 0.2757389782153910 | Validation Loss = 0.0388824638048459 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.999984
[008] Training Loss = 0.1224959208654167 | Validation Loss = 0.0199326398326591 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:03.007747
[009] Training Loss = 0.0678444054458031 | Validation Loss = 0.0121718722912082 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.992334
[010] Training Loss = 0.0447080974864329 | Validation Loss = 0.0124503941071634 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.985351
[011] Training Loss = 0.0338807118926439 | Validation Loss = 0.0101589996473278 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.986761
[012] Training Loss = 0.0250060466864421 | Validation Loss = 0.0079519525206473 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:03.011709
[013] Training Loss = 0.0218396298490344 | Validation Loss = 0.0068759160743646 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:03.003481
[014] Training Loss = 0.0177194220134284 | Validation Loss = 0.0059559425126516 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.968435
[015] Training Loss = 0.0162026629969032 | Validation Loss = 0.0070877676219509 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:03.002494
[016] Training Loss = 0.0143766662428299 | Validation Loss = 0.0064945394068300 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.993917
[017] Training Loss = 0.0132233284644539 | Validation Loss = 0.0065516449713541 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.999943
[018] Training Loss = 0.0114304009931089 | Validation Loss = 0.0068461300146298 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:03.015171
[019] Training Loss = 0.0096589274064961 | Validation Loss = 0.0069432354254911 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:03.003712
[020] Training Loss = 0.0087049519259928 | Validation Loss = 0.0071432635502624 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:03.005692
[021] Training Loss = 0.0089008206514771 | Validation Loss = 0.0048208210017667 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:03.008116
[022] Training Loss = 0.0076850560124859 | Validation Loss = 0.0058526098730349 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:03.001613
[023] Training Loss = 0.0077790495715105 | Validation Loss = 0.0066516477031180 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:03.001438
[024] Training Loss = 0.0073664918963323 | Validation Loss = 0.0037230245618664 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:03.010126
[025] Training Loss = 0.0060191831457117 | Validation Loss = 0.0053526175400639 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:03.008861
[026] Training Loss = 0.0066093870920040 | Validation Loss = 0.0056053085735222 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:03.000121
[027] Training Loss = 0.0063996758179245 | Validation Loss = 0.0053835169143141 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.991612
[028] Training Loss = 0.0058306475536314 | Validation Loss = 0.0031071171564423 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:03.009095
[029] Training Loss = 0.0053242688686104 | Validation Loss = 0.0033736873314580 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:03.055112
[030] Training Loss = 0.0054416646667247 | Validation Loss = 0.0035774395685511 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:03.012456
[031] Training Loss = 0.0053762255783146 | Validation Loss = 0.0038632248997828 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:03.008032
[032] Training Loss = 0.0046991459245892 | Validation Loss = 0.0044100644772855 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:03.006837
[033] Training Loss = 0.0041960464653703 | Validation Loss = 0.0028059982364915 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:03.001967
[034] Training Loss = 0.0037656422336932 | Validation Loss = 0.0032474253780639 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:03.010374
[035] Training Loss = 0.0039536308894698 | Validation Loss = 0.0026902979400194 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:03.002467
[036] Training Loss = 0.0036687970719252 | Validation Loss = 0.0034663270812734 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:03.004294
[037] Training Loss = 0.0031878521300285 | Validation Loss = 0.0018635530776515 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:03.007206
[038] Training Loss = 0.0035629867985329 | Validation Loss = 0.0031830983631964 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:03.010056
