[001] Training Loss = 1.0602328460876320 | Validation Loss = 0.8907364393416211 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:11.907318
[002] Training Loss = 0.8914546339996731 | Validation Loss = 0.8894566536055557 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:11.875635
[003] Training Loss = 0.8901702384151552 | Validation Loss = 0.8892784276022829 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.083125
[004] Training Loss = 0.8902212720628728 | Validation Loss = 0.8905265746455282 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:11.971706
[005] Training Loss = 0.8899770457597018 | Validation Loss = 0.8892582898861648 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:12.030994
[006] Training Loss = 0.8910049536377478 | Validation Loss = 0.8934884210288268 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:11.654610
[007] Training Loss = 0.8904274993216535 | Validation Loss = 0.8904168188338373 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:11.846792
[008] Training Loss = 0.8897705885792263 | Validation Loss = 0.8892139296748789 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:11.265536
[009] Training Loss = 0.8894524307647788 | Validation Loss = 0.8936441831933009 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:11.598975
[010] Training Loss = 0.8894600295952667 | Validation Loss = 0.8897537735849088 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:11.724500
[011] Training Loss = 0.8898489195850638 | Validation Loss = 0.8897239669277225 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:11.553386
[012] Training Loss = 0.8893546988249922 | Validation Loss = 0.8889432017709434 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:11.242918
[013] Training Loss = 0.8893583618091595 | Validation Loss = 0.8890065158462159 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:11.358290
[014] Training Loss = 0.8893465686742753 | Validation Loss = 0.8889241256081832 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:11.282603
[015] Training Loss = 0.8895164756431692 | Validation Loss = 0.8891915172015652 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:11.339792
[016] Training Loss = 0.8892785895802147 | Validation Loss = 0.8903757386756684 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.311628
[017] Training Loss = 0.8887119964823471 | Validation Loss = 0.8885116925608513 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.254503
[018] Training Loss = 0.8884456346446417 | Validation Loss = 0.8883283373469992 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.223189
[019] Training Loss = 0.8884079399883108 | Validation Loss = 0.8886618950230618 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.219867
[020] Training Loss = 0.8879446885391032 | Validation Loss = 0.8876806528240783 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.270897
[021] Training Loss = 0.8875099441187775 | Validation Loss = 0.8875088181547319 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.193331
[022] Training Loss = 0.8869281601543104 | Validation Loss = 0.8870860459690504 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.419604
[023] Training Loss = 0.8867185465783668 | Validation Loss = 0.8876647172938330 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.325035
[024] Training Loss = 0.8862681008978915 | Validation Loss = 0.8856312457955163 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.166537
[025] Training Loss = 0.8854714488586020 | Validation Loss = 0.8845612415923776 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.058644
[026] Training Loss = 0.8851646436316776 | Validation Loss = 0.8846723353526554 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.227368
[027] Training Loss = 0.8840098717023409 | Validation Loss = 0.8835790625847856 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.340281
[028] Training Loss = 0.8837347478369199 | Validation Loss = 0.8832822703661468 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.379393
[029] Training Loss = 0.8824585927437905 | Validation Loss = 0.8821388135193755 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.239937
[030] Training Loss = 0.8816607943573264 | Validation Loss = 0.8807166915782400 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.340983
[031] Training Loss = 0.8798501862841226 | Validation Loss = 0.8769322196138160 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.063324
[032] Training Loss = 0.8772475631975873 | Validation Loss = 0.8737792080169611 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.153567
[033] Training Loss = 0.8707917049815387 | Validation Loss = 0.8604005293190798 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:11.088478
[034] Training Loss = 0.8467562550532556 | Validation Loss = 0.8007301234327557 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.831096
[035] Training Loss = 0.7840205396515243 | Validation Loss = 0.7009630518740968 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.831151
[036] Training Loss = 0.7115414564961289 | Validation Loss = 0.6682018837849244 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.795129
[037] Training Loss = 0.6786963888661660 | Validation Loss = 0.6223126186247738 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.971694
[038] Training Loss = 0.6315351432135909 | Validation Loss = 0.5612259660304145 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.876036
[039] Training Loss = 0.5852674239539115 | Validation Loss = 0.5141716020324550 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.707061
[040] Training Loss = 0.5468016435504020 | Validation Loss = 0.4807016538448491 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.813967
[041] Training Loss = 0.5187930978126611 | Validation Loss = 0.4478763804073370 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.762090
[042] Training Loss = 0.4898863722136759 | Validation Loss = 0.4097128119605775 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.827697
[043] Training Loss = 0.4547121059531910 | Validation Loss = 0.3727880457077458 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.714885
[044] Training Loss = 0.4234346985231110 | Validation Loss = 0.3417889131030539 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.842066
[045] Training Loss = 0.3954196825687346 | Validation Loss = 0.3142955622971728 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.721194
[046] Training Loss = 0.3677609325908798 | Validation Loss = 0.2838740052202489 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.820992
[047] Training Loss = 0.3463843718140055 | Validation Loss = 0.2560845152711819 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.730083
[048] Training Loss = 0.3342175067563364 | Validation Loss = 0.2370721563928085 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:10.833528
