[001] Training Loss = 1.0076094858480784 | Validation Loss = 0.9718394520924940 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:31.702180
[002] Training Loss = 0.9711221121175706 | Validation Loss = 0.9708535062826646 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:31.151426
[003] Training Loss = 0.9707093607228240 | Validation Loss = 0.9700990620456531 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:31.137740
[004] Training Loss = 0.9705945009756337 | Validation Loss = 0.9703142720876130 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:31.142924
[005] Training Loss = 0.9706342500042987 | Validation Loss = 0.9700261370656399 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:31.134562
[006] Training Loss = 0.9703753789294373 | Validation Loss = 0.9700533741144048 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:31.178378
[007] Training Loss = 0.9709060091463199 | Validation Loss = 0.9713670704097873 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:31.145388
[008] Training Loss = 0.9702020221221384 | Validation Loss = 0.9700193768341390 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:31.178676
[009] Training Loss = 0.9702007267928211 | Validation Loss = 0.9700000387296410 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:31.086398
[010] Training Loss = 0.9701231416365568 | Validation Loss = 0.9700406801687534 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:31.172913
[011] Training Loss = 0.9700889531254806 | Validation Loss = 0.9700865588860891 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:31.113783
[012] Training Loss = 0.9701318516811168 | Validation Loss = 0.9699775940139235 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:31.170905
[013] Training Loss = 0.9700772180763373 | Validation Loss = 0.9704342158318965 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:31.147376
[014] Training Loss = 0.9700296632728348 | Validation Loss = 0.9699707630714950 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:31.186514
[015] Training Loss = 0.9700202627219850 | Validation Loss = 0.9700961775734793 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:31.107629
[016] Training Loss = 0.9700274396587630 | Validation Loss = 0.9703318070634602 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:31.169815
[017] Training Loss = 0.9700075142977889 | Validation Loss = 0.9699828953322319 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:31.110494
[018] Training Loss = 0.9699778183765834 | Validation Loss = 0.9699703488121935 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:31.166303
[019] Training Loss = 0.9699387444371506 | Validation Loss = 0.9699848111981162 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:31.085529
[020] Training Loss = 0.9699374419922683 | Validation Loss = 0.9700004316422476 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:31.166463
[021] Training Loss = 0.9702769700721137 | Validation Loss = 0.9700086587919515 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:31.120568
[022] Training Loss = 0.9699400201986641 | Validation Loss = 0.9700911490926174 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:31.138419
[023] Training Loss = 0.9699511913392787 | Validation Loss = 0.9700356390132914 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:31.106983
[024] Training Loss = 0.9699008576111502 | Validation Loss = 0.9700094226033853 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:31.150947
[025] Training Loss = 0.9699240712526138 | Validation Loss = 0.9700234360416269 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:31.083019
[026] Training Loss = 0.9698855372066778 | Validation Loss = 0.9700007445047475 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:30.912344
[027] Training Loss = 0.9698991830815132 | Validation Loss = 0.9699882139947302 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:30.728144
[028] Training Loss = 0.9699031808431325 | Validation Loss = 0.9700246528032470 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:30.691922
[029] Training Loss = 0.9698748973615853 | Validation Loss = 0.9700369431629444 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.725384
[030] Training Loss = 0.9697865267876271 | Validation Loss = 0.9699539865704078 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.732432
[031] Training Loss = 0.9697147506007638 | Validation Loss = 0.9698436028101031 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.727376
[032] Training Loss = 0.9696564782739174 | Validation Loss = 0.9696639810442774 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.720008
[033] Training Loss = 0.9695046421965687 | Validation Loss = 0.9695013519148268 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.672941
[034] Training Loss = 0.9693487031065349 | Validation Loss = 0.9693919767858649 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.735510
[035] Training Loss = 0.9691955251522144 | Validation Loss = 0.9694797910857028 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.667622
[036] Training Loss = 0.9690641205304026 | Validation Loss = 0.9690481188846990 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.698254
[037] Training Loss = 0.9688868839612713 | Validation Loss = 0.9689330014947583 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.684957
[038] Training Loss = 0.9687838155947809 | Validation Loss = 0.9687467782634763 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.721228
[039] Training Loss = 0.9686444436155091 | Validation Loss = 0.9687435095507908 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.528462
[040] Training Loss = 0.9685083373841040 | Validation Loss = 0.9685658470113239 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.610518
[041] Training Loss = 0.9683811057447004 | Validation Loss = 0.9684422970097388 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.692198
[042] Training Loss = 0.9682513498586024 | Validation Loss = 0.9682656050778141 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.741966
[043] Training Loss = 0.9680788697482116 | Validation Loss = 0.9682794724246112 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.688170
[044] Training Loss = 0.9679648804718098 | Validation Loss = 0.9679570172536088 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.737314
[045] Training Loss = 0.9677392263369162 | Validation Loss = 0.9677169016222381 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.693899
[046] Training Loss = 0.9674012811738081 | Validation Loss = 0.9680426735359899 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.740617
[047] Training Loss = 0.9669976895866277 | Validation Loss = 0.9670610137422837 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.734314
[048] Training Loss = 0.9664540613078090 | Validation Loss = 0.9668040128750977 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:30.750977
