[001] Training Loss = 1.0151088918799875 | Validation Loss = 0.9702072097396474 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:05.257889
[002] Training Loss = 0.9719871101472429 | Validation Loss = 0.9707882927962522 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:04.071713
[003] Training Loss = 0.9706766448372270 | Validation Loss = 0.9700774231676752 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:03.971821
[004] Training Loss = 0.9705812092483993 | Validation Loss = 0.9702250775905210 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:03.245783
[005] Training Loss = 0.9703737223369537 | Validation Loss = 0.9700522394041441 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:02.777793
[006] Training Loss = 0.9702484648221231 | Validation Loss = 0.9700294311275258 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:02.842285
[007] Training Loss = 0.9702040694777347 | Validation Loss = 0.9700148086413899 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:02.739681
[008] Training Loss = 0.9700904516931240 | Validation Loss = 0.9699848805748753 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:02.466620
[009] Training Loss = 0.9701043194846439 | Validation Loss = 0.9702697708991949 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:02.760233
[010] Training Loss = 0.9701191278649163 | Validation Loss = 0.9699988413134633 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:02.330539
[011] Training Loss = 0.9700650555003286 | Validation Loss = 0.9701221825176871 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:02.505331
[012] Training Loss = 0.9700255971721432 | Validation Loss = 0.9700033668128223 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:02.319390
[013] Training Loss = 0.9700225702404278 | Validation Loss = 0.9699670560844760 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:02.157641
[014] Training Loss = 0.9700233704450117 | Validation Loss = 0.9699907936094148 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:01.401693
[015] Training Loss = 0.9700367391092931 | Validation Loss = 0.9700233473194254 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:01.595570
[016] Training Loss = 0.9700072384214030 | Validation Loss = 0.9700031960392614 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:01.953202
[017] Training Loss = 0.9700385903421282 | Validation Loss = 0.9701886667995415 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:01:01.797347
[018] Training Loss = 0.9699967481514171 | Validation Loss = 0.9700244440058856 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:01:01.647052
[019] Training Loss = 0.9700133804881921 | Validation Loss = 0.9700418202156880 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:01:01.820967
[020] Training Loss = 0.9699899714651721 | Validation Loss = 0.9700062059232690 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:01:01.775544
[021] Training Loss = 0.9700007482848914 | Validation Loss = 0.9700272964580169 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:01:01.870123
[022] Training Loss = 0.9699809157227443 | Validation Loss = 0.9700157052025837 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:01:01.566770
[023] Training Loss = 0.9699842075610161 | Validation Loss = 0.9699963864435281 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:01:01.692271
[024] Training Loss = 0.9699732919877787 | Validation Loss = 0.9699995030610111 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:01:01.802313
[025] Training Loss = 0.9700690194630138 | Validation Loss = 0.9700130155190023 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:01:01.657174
[026] Training Loss = 0.9699682088060109 | Validation Loss = 0.9700132076392582 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:01:01.109339
[027] Training Loss = 0.9699748215377784 | Validation Loss = 0.9700055228290263 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:01:00.367100
[028] Training Loss = 0.9699666828137937 | Validation Loss = 0.9700257594959705 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:01:00.407635
[029] Training Loss = 0.9699817334197590 | Validation Loss = 0.9700130795590877 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:01:00.152593
[030] Training Loss = 0.9699644159133681 | Validation Loss = 0.9700183521927745 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:01:00.311748
[031] Training Loss = 0.9699678266408723 | Validation Loss = 0.9700200652650556 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:01:00.300611
[032] Training Loss = 0.9699693618240274 | Validation Loss = 0.9700098642131399 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:01:00.302810
[033] Training Loss = 0.9699635771661402 | Validation Loss = 0.9700326304634523 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:01:00.282552
[034] Training Loss = 0.9699556655472730 | Validation Loss = 0.9700236248264615 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:01:00.337904
[035] Training Loss = 0.9699557811752045 | Validation Loss = 0.9700149420582341 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:01:00.320914
[036] Training Loss = 0.9699485167762733 | Validation Loss = 0.9699967600106921 | Learning Rate = 0.0000629145600000 | Elapsed Time = 0:01:00.254730
[037] Training Loss = 0.9699485232988744 | Validation Loss = 0.9700122897313693 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:01:00.333252
[038] Training Loss = 0.9699506790185964 | Validation Loss = 0.9699911138098412 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:01:00.292149
[039] Training Loss = 0.9699508892242468 | Validation Loss = 0.9700154063488524 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:01:00.180267
[040] Training Loss = 0.9699417223011155 | Validation Loss = 0.9700217463172939 | Learning Rate = 0.0000503316480000 | Elapsed Time = 0:01:00.184799
[041] Training Loss = 0.9699498100302173 | Validation Loss = 0.9699923732648514 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:01:00.294462
[042] Training Loss = 0.9699364671598593 | Validation Loss = 0.9700179812939475 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:01:00.347633
[043] Training Loss = 0.9699358544800619 | Validation Loss = 0.9700180106456532 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:01:00.318355
[044] Training Loss = 0.9699319327660441 | Validation Loss = 0.9700276593518334 | Learning Rate = 0.0000402653184000 | Elapsed Time = 0:01:00.332940
[045] Training Loss = 0.9699367627522898 | Validation Loss = 0.9700009759829722 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:01:00.029613
[046] Training Loss = 0.9699363737680683 | Validation Loss = 0.9700192060605781 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:01:00.134368
[047] Training Loss = 0.9699345382487724 | Validation Loss = 0.9700081911659123 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:01:00.151795
[048] Training Loss = 0.9699365451345927 | Validation Loss = 0.9700014669569594 | Learning Rate = 0.0000322122547200 | Elapsed Time = 0:01:00.170905
[049] Training Loss = 0.9699290773490941 | Validation Loss = 0.9700164149801953 | Learning Rate = 0.0000257698037760 | Elapsed Time = 0:01:00.136225
