[001] Training Loss = 1.0028769847972483 | Validation Loss = 0.9983490713546609 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:12:58.567774
[002] Training Loss = 0.9985283448886523 | Validation Loss = 0.9983354878658537 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:12:37.781828
[003] Training Loss = 0.9985073661717840 | Validation Loss = 0.9983552918565105 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:12:25.095953
[004] Training Loss = 0.9984798102602288 | Validation Loss = 0.9983904150345035 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:12:24.128564
[005] Training Loss = 0.9984509139255032 | Validation Loss = 0.9983734315539570 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:12:23.484063
[006] Training Loss = 0.9983939381069663 | Validation Loss = 0.9983668107703659 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:12:20.446635
[007] Training Loss = 0.9984096054429138 | Validation Loss = 0.9983271252044268 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:12:24.730687
[008] Training Loss = nan | Validation Loss = nan | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:11:19.473956
[009] Training Loss = nan | Validation Loss = nan | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:10:38.767060
[010] Training Loss = nan | Validation Loss = nan | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:10:36.116755
[011] Training Loss = nan | Validation Loss = nan | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:10:36.223695
[012] Training Loss = nan | Validation Loss = nan | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:10:36.036742
[013] Training Loss = nan | Validation Loss = nan | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:10:36.042615
[014] Training Loss = nan | Validation Loss = nan | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:10:35.964553
[015] Training Loss = nan | Validation Loss = nan | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:10:36.009300
[016] Training Loss = nan | Validation Loss = nan | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:10:35.931049
[017] Training Loss = nan | Validation Loss = nan | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:10:35.638131
[018] Training Loss = nan | Validation Loss = nan | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:10:35.998608
