[001] Training Loss = 1.0186184695547902 | Validation Loss = 0.9764876362446930 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.373055
[002] Training Loss = 0.9551578053413841 | Validation Loss = 0.9039155304429263 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.072067
[003] Training Loss = 0.7718256643018268 | Validation Loss = 0.3601308097009913 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.088757
[004] Training Loss = 0.1853004588666801 | Validation Loss = 0.0083126440101042 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.114171
[005] Training Loss = 0.0180964613219722 | Validation Loss = 0.0025230458280099 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.107132
[006] Training Loss = 0.0073705578598193 | Validation Loss = 0.0018585655436822 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.122375
[007] Training Loss = 0.0050677216881830 | Validation Loss = 0.0025349268012475 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.140128
[008] Training Loss = 0.0041165188568634 | Validation Loss = 0.0018019835251571 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.159335
[009] Training Loss = 0.0036656654134370 | Validation Loss = 0.0009297576107285 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.152596
[010] Training Loss = 0.0030856173009417 | Validation Loss = 0.0017007475689561 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.135123
[011] Training Loss = 0.0028728148545343 | Validation Loss = 0.0012959946826786 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.158155
[012] Training Loss = 0.0022815570906291 | Validation Loss = 0.0019430764847992 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.156447
[013] Training Loss = 0.0023269268221246 | Validation Loss = 0.0006535476195182 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.152178
[014] Training Loss = 0.0021854146438411 | Validation Loss = 0.0006257758454221 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.163155
[015] Training Loss = 0.0021271386654034 | Validation Loss = 0.0008997150597930 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.158286
[016] Training Loss = 0.0018644635497176 | Validation Loss = 0.0012022571505117 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.145823
