[001] Training Loss = 1.1668164342514704 | Validation Loss = 1.0031367284568991 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.759396
[002] Training Loss = 0.9948532578282819 | Validation Loss = 0.9934833483433564 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.558635
[003] Training Loss = 0.9931854092655950 | Validation Loss = 0.9931368835391071 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.709278
[004] Training Loss = 0.9937274237797713 | Validation Loss = 0.9923158275916414 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.781952
[005] Training Loss = 0.9928183463898890 | Validation Loss = 0.9927861702461004 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.776103
[006] Training Loss = 0.9927546503063379 | Validation Loss = 0.9923188856298216 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.790940
[007] Training Loss = 0.9927907670114284 | Validation Loss = 0.9935872724944405 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.759477
[008] Training Loss = 0.9926817285341895 | Validation Loss = 0.9942525814652332 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:29.675127
[009] Training Loss = 0.9926911280576952 | Validation Loss = 0.9923962976820399 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:29.655961
[010] Training Loss = 0.9926448363979891 | Validation Loss = 0.9924740592243358 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:29.622538
[011] Training Loss = 0.9926462340549232 | Validation Loss = 0.9925519081391513 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:29.605994
[012] Training Loss = 0.9926568534565561 | Validation Loss = 0.9923297416653614 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:29.596057
[013] Training Loss = 0.9926004077752338 | Validation Loss = 0.9929397547529174 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:29.579324
[014] Training Loss = 0.9926006301504310 | Validation Loss = 0.9925982155744510 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:29.563340
[015] Training Loss = 0.9926261920731476 | Validation Loss = 0.9924740592243358 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:29.572187
[016] Training Loss = 0.9928640531391179 | Validation Loss = 0.9927073438512238 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:29.553120
