[001] Training Loss = 1.0402304751130731 | Validation Loss = 0.9513789793336496 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.376759
[002] Training Loss = 0.9434269519050033 | Validation Loss = 0.8885427647945267 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.084761
[003] Training Loss = 0.7880561060983634 | Validation Loss = 0.6419729284575441 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.099107
[004] Training Loss = 0.3963037100758082 | Validation Loss = 0.0810623340596850 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.108692
[005] Training Loss = 0.0777470006597342 | Validation Loss = 0.0018420984442889 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.114747
[006] Training Loss = 0.0147978924101427 | Validation Loss = 0.0024545986002505 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.117935
[007] Training Loss = 0.0086517018527988 | Validation Loss = 0.0023485185377863 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.117474
[008] Training Loss = 0.0066072286939987 | Validation Loss = 0.0008010839076804 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.120676
[009] Training Loss = 0.0049703074990777 | Validation Loss = 0.0016012356693931 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.111256
[010] Training Loss = 0.0044998439959992 | Validation Loss = 0.0013652582235611 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.120618
[011] Training Loss = 0.0038279865831025 | Validation Loss = 0.0015946616527971 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.116162
[012] Training Loss = 0.0033945610951034 | Validation Loss = 0.0010433127862968 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:04.123334
[013] Training Loss = 0.0029589809207768 | Validation Loss = 0.0017899997398630 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:04.131636
[014] Training Loss = 0.0022117051205334 | Validation Loss = 0.0016437220914796 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:04.138383
[015] Training Loss = 0.0019776309465608 | Validation Loss = 0.0006986101974761 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:04.129879
[016] Training Loss = 0.0021946951663332 | Validation Loss = 0.0007345762387913 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:04.134398
[017] Training Loss = 0.0020492409472767 | Validation Loss = 0.0009731064142580 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:04.130273
[018] Training Loss = 0.0017935813426392 | Validation Loss = 0.0006072210789416 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:04.133243
[019] Training Loss = 0.0016265772410573 | Validation Loss = 0.0008071575243142 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:04.113073
[020] Training Loss = 0.0015666513566472 | Validation Loss = 0.0014981478420216 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:04.121794
[021] Training Loss = 0.0017347530144126 | Validation Loss = 0.0006000155812535 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:04.130623
[022] Training Loss = 0.0015053402908070 | Validation Loss = 0.0007106799639406 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:04.104545
[023] Training Loss = 0.0014752829857681 | Validation Loss = 0.0007893215665272 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:04.111947
[024] Training Loss = 0.0015007399240689 | Validation Loss = 0.0017162597604318 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:04.119705
[025] Training Loss = 0.0015158592089162 | Validation Loss = 0.0010423722700852 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:04.125165
[026] Training Loss = 0.0011392093459990 | Validation Loss = 0.0006074717828571 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:04.117987
[027] Training Loss = 0.0010682740469924 | Validation Loss = 0.0002458836692841 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:04.124603
[028] Training Loss = 0.0011362696080485 | Validation Loss = 0.0001136412329200 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:04.097371
[029] Training Loss = 0.0011681834941862 | Validation Loss = 0.0011854634466759 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:04.109506
[030] Training Loss = 0.0008820992257738 | Validation Loss = 0.0011096947649534 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:04.104899
[031] Training Loss = 0.0008379436781981 | Validation Loss = 0.0008054938286432 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:04.104232
[032] Training Loss = 0.0008071416535753 | Validation Loss = 0.0009176103304033 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:04.108416
[033] Training Loss = 0.0008548497130056 | Validation Loss = 0.0008948657108180 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:04.118340
[034] Training Loss = 0.0009121649044288 | Validation Loss = 0.0002689926733172 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:04.104254
[035] Training Loss = 0.0006170050970580 | Validation Loss = 0.0000138157469819 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:04.108683
[036] Training Loss = 0.0006428552568290 | Validation Loss = 0.0000932045926886 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:04.102092
[037] Training Loss = 0.0005453503216988 | Validation Loss = 0.0001067147581143 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:04.100980
[038] Training Loss = 0.0005367607339117 | Validation Loss = 0.0002511505987648 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:04.113696
[039] Training Loss = 0.0006054119982144 | Validation Loss = 0.0002937172229372 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:04.110143
[040] Training Loss = 0.0005462208099190 | Validation Loss = 0.0006338155921307 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:04.110445
[041] Training Loss = 0.0004445980080473 | Validation Loss = 0.0002436294041588 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:04.116880
[042] Training Loss = 0.0004135430364280 | Validation Loss = 0.0003753242717895 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:04.111911
[043] Training Loss = 0.0004646111824510 | Validation Loss = 0.0002734942648266 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:04.110609
[044] Training Loss = 0.0003785247763268 | Validation Loss = 0.0001601661528787 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:04.111246
[045] Training Loss = 0.0001958056663030 | Validation Loss = 0.0001704025488768 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:04.111431
[046] Training Loss = 0.0002325125202171 | Validation Loss = 0.0003802052443810 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:04.108124
[047] Training Loss = 0.0003582919613903 | Validation Loss = 0.0003508400982739 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:04.116144
[048] Training Loss = 0.0001463214223238 | Validation Loss = 0.0001581570755783 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:04.106199
