[001] Training Loss = 0.0003173182665566 | Validation Loss = 0.0002794586684969 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:03.176809
[002] Training Loss = 0.0002777673484367 | Validation Loss = 0.0002753588623471 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.781158
[003] Training Loss = 0.0002404718281310 | Validation Loss = 0.0001928753720389 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.775752
[004] Training Loss = 0.0001572196112003 | Validation Loss = 0.0001078856007920 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.776751
[005] Training Loss = 0.0000604619256876 | Validation Loss = 0.0000058585172519 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.776442
[006] Training Loss = 0.0000146772312690 | Validation Loss = 0.0000017780823530 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.787743
[007] Training Loss = 0.0000051031017412 | Validation Loss = 0.0000002327224987 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.788721
[008] Training Loss = 0.0000031440404364 | Validation Loss = 0.0000001094755555 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.786740
[009] Training Loss = 0.0000021255251486 | Validation Loss = 0.0000007899893422 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.783414
[010] Training Loss = 0.0000018834010037 | Validation Loss = 0.0000002057406770 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.790494
[011] Training Loss = 0.0000014385537756 | Validation Loss = 0.0000006646902184 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:02.779096
[012] Training Loss = 0.0000014322813526 | Validation Loss = 0.0000006493944287 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.777869
[013] Training Loss = 0.0000009848692794 | Validation Loss = 0.0000000529248549 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.778752
[014] Training Loss = 0.0000007602194027 | Validation Loss = 0.0000002991784119 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.773147
[015] Training Loss = 0.0000006726998009 | Validation Loss = 0.0000000969426522 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.777511
[016] Training Loss = 0.0000008226239243 | Validation Loss = 0.0000000964685912 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:02.781242
[017] Training Loss = 0.0000007006041425 | Validation Loss = 0.0000001030354672 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.780272
[018] Training Loss = 0.0000005174813290 | Validation Loss = 0.0000000183100173 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.781056
[019] Training Loss = 0.0000003469637186 | Validation Loss = 0.0000000262146956 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.774327
[020] Training Loss = 0.0000004006315843 | Validation Loss = 0.0000000742755106 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.778301
[021] Training Loss = 0.0000002850780663 | Validation Loss = 0.0000000798966377 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.779413
[022] Training Loss = 0.0000003756078055 | Validation Loss = 0.0000000169930279 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.781157
[023] Training Loss = 0.0000003144513912 | Validation Loss = 0.0000000282733999 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.774004
[024] Training Loss = 0.0000002912100495 | Validation Loss = 0.0000000131034144 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.780386
[025] Training Loss = 0.0000002506293933 | Validation Loss = 0.0000000841369248 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.772023
[026] Training Loss = 0.0000002117129086 | Validation Loss = 0.0000000538881490 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.778370
[027] Training Loss = 0.0000004014021061 | Validation Loss = 0.0000000130139098 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.790834
[028] Training Loss = 0.0000002808995488 | Validation Loss = 0.0000000107724089 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.772782
[029] Training Loss = 0.0000003017573440 | Validation Loss = 0.0000000650272387 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.771802
[030] Training Loss = 0.0000002367465355 | Validation Loss = 0.0000000653077863 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.788424
[031] Training Loss = 0.0000003999188166 | Validation Loss = 0.0000000187851557 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:02.787334
[032] Training Loss = 0.0000003780158022 | Validation Loss = 0.0000000133446299 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:02.779177
[033] Training Loss = 0.0000002097767603 | Validation Loss = 0.0000000132133525 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:02.780642
[034] Training Loss = 0.0000001313234916 | Validation Loss = 0.0000001434196189 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:02.780613
[035] Training Loss = 0.0000001159786694 | Validation Loss = 0.0000000080505318 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:02.780860
[036] Training Loss = 0.0000001852739347 | Validation Loss = 0.0000000155877972 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:02.791538
[037] Training Loss = 0.0000001862239359 | Validation Loss = 0.0000000242646494 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:02.774377
[038] Training Loss = 0.0000001800100886 | Validation Loss = 0.0000000241010791 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:02.775631
[039] Training Loss = 0.0000001441439504 | Validation Loss = 0.0000000419094856 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:02.775811
[040] Training Loss = 0.0000001079449753 | Validation Loss = 0.0000000044106088 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:02.777335
[041] Training Loss = 0.0000001176467850 | Validation Loss = 0.0000000039025256 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:02.774303
[042] Training Loss = 0.0000000834069671 | Validation Loss = 0.0000000047327661 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:02.772501
[043] Training Loss = 0.0000000466329194 | Validation Loss = 0.0000000023623688 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:02.776622
[044] Training Loss = 0.0000000377436875 | Validation Loss = 0.0000000024742170 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:02.775896
[045] Training Loss = 0.0000000498799497 | Validation Loss = 0.0000000286966937 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:02.773797
[046] Training Loss = 0.0000000566884004 | Validation Loss = 0.0000000030812193 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:02.775883
[047] Training Loss = 0.0000000376818202 | Validation Loss = 0.0000000022098788 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:02.776780
[048] Training Loss = 0.0000000383855601 | Validation Loss = 0.0000000027067378 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:02.770508
