[001] Training Loss = 1.0375684574016317 | Validation Loss = 0.9964269654364794 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:11.800367
[002] Training Loss = 0.9971274026646987 | Validation Loss = 0.9972092669704162 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:11.975227
[003] Training Loss = 0.9965272694659444 | Validation Loss = 0.9963581981588095 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:12.172323
[004] Training Loss = 0.9965150635724339 | Validation Loss = 0.9971625765154094 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:11.896170
[005] Training Loss = 0.9964397295073046 | Validation Loss = 0.9964019118711761 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:12.026793
[006] Training Loss = 0.9972279855924729 | Validation Loss = 0.9963914028184289 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:11.937853
[007] Training Loss = 0.9964324421373728 | Validation Loss = 0.9964157320704330 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:11.914102
[008] Training Loss = 0.9964746482151724 | Validation Loss = 0.9964120042895943 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:11.852444
[009] Training Loss = 0.9964054353702340 | Validation Loss = 0.9964542159255638 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:11.783861
[010] Training Loss = 0.9964078610165160 | Validation Loss = 0.9963916220996546 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:11.750328
[011] Training Loss = 0.9964225054999920 | Validation Loss = 0.9964202711918075 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:11.754894
[012] Training Loss = 0.9964115663362570 | Validation Loss = 0.9964217403760205 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:11.754546
[013] Training Loss = 0.9964101736720553 | Validation Loss = 0.9964198545574784 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:01:11.766749
[014] Training Loss = 0.9964171647077751 | Validation Loss = 0.9964136050425427 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:01:11.673711
[015] Training Loss = 0.9964121928866763 | Validation Loss = 0.9963958761554355 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:01:11.690737
[016] Training Loss = 0.9964016720323354 | Validation Loss = 0.9963854274050253 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:01:11.657420
[017] Training Loss = 0.9964045343375859 | Validation Loss = 0.9964251611631432 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:01:11.679961
[018] Training Loss = 0.9964133214235961 | Validation Loss = 0.9964231876321108 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:01:11.572731
[019] Training Loss = 0.9964155060128083 | Validation Loss = 0.9964221899025333 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:01:11.492562
[020] Training Loss = 0.9964124405678664 | Validation Loss = 0.9964055026012488 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:01:11.481689
[021] Training Loss = 0.9964449106353791 | Validation Loss = 0.9963947687852451 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:01:11.468964
