[001] Training Loss = 1.1418010862158836 | Validation Loss = 0.9772974418012490 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.357011
[002] Training Loss = 0.9758666860855161 | Validation Loss = 0.9735860573630271 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.073820
[003] Training Loss = 0.9739382458119514 | Validation Loss = 0.9741551789324555 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.083905
[004] Training Loss = 0.9725513433234960 | Validation Loss = 0.9711730829852511 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.093193
[005] Training Loss = 0.9708716228818324 | Validation Loss = 0.9685711850192646 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.105952
[006] Training Loss = 0.9698908406744798 | Validation Loss = 0.9677905683999056 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.118797
[007] Training Loss = 0.9674217805236948 | Validation Loss = 0.9638012339816048 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.129452
[008] Training Loss = 0.9405043682764923 | Validation Loss = 0.8554839591732861 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.140051
[009] Training Loss = 0.7254787410083648 | Validation Loss = 0.4827862259957876 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.137560
[010] Training Loss = 0.3846456764686552 | Validation Loss = 0.0911165591881501 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.154303
[011] Training Loss = 0.1080889507058887 | Validation Loss = 0.0171295696286959 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.130419
[012] Training Loss = 0.0487945317575137 | Validation Loss = 0.0100440574589645 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.135082
[013] Training Loss = 0.0311182913390876 | Validation Loss = 0.0043686568410549 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.119766
[014] Training Loss = 0.0223464470035001 | Validation Loss = 0.0022986486500351 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.119943
[015] Training Loss = 0.0179063300241038 | Validation Loss = 0.0019853596123177 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:07.092399
