[001] Training Loss = 1.0075203909964765 | Validation Loss = 0.9933551769529341 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:15.354558
[002] Training Loss = 0.9880940353861408 | Validation Loss = 0.9830112276541131 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:16.380649
[003] Training Loss = 0.9777758678065309 | Validation Loss = 0.9704255739109426 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:17.030800
[004] Training Loss = 0.9279179221544803 | Validation Loss = 0.7837597220091036 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:17.121643
[005] Training Loss = 0.5520873121900333 | Validation Loss = 0.2547886694592129 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:17.951792
[006] Training Loss = 0.2403623000169021 | Validation Loss = 0.0542947092669371 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:17.987308
[007] Training Loss = 0.1236957044263042 | Validation Loss = 0.0339561091503575 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:17.744310
[008] Training Loss = 0.0731388052306183 | Validation Loss = 0.0197845711841625 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:17.702250
[009] Training Loss = 0.0487003446676565 | Validation Loss = 0.0131893999429130 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.029237
[010] Training Loss = 0.0353253810367873 | Validation Loss = 0.0120885517187900 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:17.715959
[011] Training Loss = 0.0278287270647124 | Validation Loss = 0.0162907722903269 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:17.894024
[012] Training Loss = 0.0237115879346898 | Validation Loss = 0.0105205118290116 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.470604
[013] Training Loss = 0.0199026305872470 | Validation Loss = 0.0081031919375992 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.443698
[014] Training Loss = 0.0174966440058947 | Validation Loss = 0.0072540840359375 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:17.825554
[015] Training Loss = 0.0156328418131380 | Validation Loss = 0.0078362470689306 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:17.901731
[016] Training Loss = 0.0140431953243072 | Validation Loss = 0.0072740278747245 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.398991
[017] Training Loss = 0.0127278945149049 | Validation Loss = 0.0066886274563100 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.368940
[018] Training Loss = 0.0116129692717218 | Validation Loss = 0.0061995399834435 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.479670
[019] Training Loss = 0.0108360549869220 | Validation Loss = 0.0076387602601905 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.273973
[020] Training Loss = 0.0100575714121316 | Validation Loss = 0.0067568812643867 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:19.019408
[021] Training Loss = 0.0094609784250148 | Validation Loss = 0.0059704922464831 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.299996
[022] Training Loss = 0.0087462533665887 | Validation Loss = 0.0056146302941922 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.177268
[023] Training Loss = 0.0081937213581289 | Validation Loss = 0.0052681492835777 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.377657
[024] Training Loss = 0.0079643844047142 | Validation Loss = 0.0062614387739303 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.378372
[025] Training Loss = 0.0075223232712191 | Validation Loss = 0.0037621901152668 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.665534
[026] Training Loss = 0.0069959100851495 | Validation Loss = 0.0051936259799505 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.480658
[027] Training Loss = 0.0069483172524059 | Validation Loss = 0.0050296338403602 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.968482
[028] Training Loss = 0.0065753970327580 | Validation Loss = 0.0036406739281524 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.345770
[029] Training Loss = 0.0063030035362506 | Validation Loss = 0.0043066944991609 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:17.863722
[030] Training Loss = 0.0056823233037297 | Validation Loss = 0.0053682048409147 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.743872
[031] Training Loss = 0.0056655570762458 | Validation Loss = 0.0043783269610750 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:01:18.260707
[032] Training Loss = 0.0055149313168844 | Validation Loss = 0.0040311142536054 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:18.615757
[033] Training Loss = 0.0043328354976843 | Validation Loss = 0.0030280248931701 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:18.595379
[034] Training Loss = 0.0038862226609822 | Validation Loss = 0.0036045863872311 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:17.968605
[035] Training Loss = 0.0038170160782039 | Validation Loss = 0.0032047364083314 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:18.431870
[036] Training Loss = 0.0035503958944117 | Validation Loss = 0.0028307123721817 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:18.343751
[037] Training Loss = 0.0035109463341230 | Validation Loss = 0.0026091242013874 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:18.177789
[038] Training Loss = 0.0034634978497809 | Validation Loss = 0.0032037635878002 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:18.223471
[039] Training Loss = 0.0033120946503270 | Validation Loss = 0.0033411995089755 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:18.594342
[040] Training Loss = 0.0031494707916713 | Validation Loss = 0.0032849186584331 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:01:18.467327
[041] Training Loss = 0.0030865441425017 | Validation Loss = 0.0026929381824633 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:18.187039
[042] Training Loss = 0.0023793842872890 | Validation Loss = 0.0020904850109503 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:18.811859
[043] Training Loss = 0.0022653048364956 | Validation Loss = 0.0025542525820189 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:18.486416
[044] Training Loss = 0.0021856119490284 | Validation Loss = 0.0027134682407808 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:18.867091
[045] Training Loss = 0.0021940374601231 | Validation Loss = 0.0019305720478639 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:18.798550
[046] Training Loss = 0.0020577443226299 | Validation Loss = 0.0017669257840493 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:18.321716
[047] Training Loss = 0.0020334566695905 | Validation Loss = 0.0022030826844064 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:18.244920
[048] Training Loss = 0.0019509322682031 | Validation Loss = 0.0025776849408936 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:18.972507
[049] Training Loss = 0.0018939401836301 | Validation Loss = 0.0030164199278471 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:01:18.657242
[050] Training Loss = 0.0018049510080210 | Validation Loss = 0.0028657086405210 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:01:18.666305
[051] Training Loss = 0.0015201884532702 | Validation Loss = 0.0018144342315277 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:01:18.207707
[052] Training Loss = 0.0014250321981865 | Validation Loss = 0.0023958321230394 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:01:18.654319
[053] Training Loss = 0.0013778257185057 | Validation Loss = 0.0029704848869812 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:01:18.607101
[054] Training Loss = 0.0013837830650265 | Validation Loss = 0.0021491019285034 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:01:18.499617
