[001] Training Loss = 1.2444216487826529 | Validation Loss = 0.9512541689745285 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.463921
[002] Training Loss = 0.9516734494582735 | Validation Loss = 0.9461468892991021 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.125301
[003] Training Loss = 0.9472766468127395 | Validation Loss = 0.9455150679343285 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.121550
[004] Training Loss = 0.9426009465612897 | Validation Loss = 0.9391312480445356 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.107426
[005] Training Loss = 0.9389268266510498 | Validation Loss = 0.9395370474624878 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.108878
[006] Training Loss = 0.9381016742333738 | Validation Loss = 0.9361854314334788 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.127068
[007] Training Loss = 0.9357255235847906 | Validation Loss = 0.9318536894335899 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.125558
[008] Training Loss = 0.9248048968661911 | Validation Loss = 0.9009932611200843 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.126870
[009] Training Loss = 0.8321329393269085 | Validation Loss = 0.6731330445930127 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.146892
[010] Training Loss = 0.5727313101654782 | Validation Loss = 0.3444908716421566 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.147889
[011] Training Loss = 0.2451536576846180 | Validation Loss = 0.0397705527542850 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.152599
[012] Training Loss = 0.0715986282473004 | Validation Loss = 0.0127279541152020 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.148471
[013] Training Loss = 0.0315725356220249 | Validation Loss = 0.0040394219551551 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.153394
[014] Training Loss = 0.0223813640664668 | Validation Loss = 0.0021808561315796 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.140834
[015] Training Loss = 0.0150672210092752 | Validation Loss = 0.0016155834434409 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.142563
[016] Training Loss = 0.0135525183027530 | Validation Loss = 0.0007772378960240 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.130988
[017] Training Loss = 0.0113378227366457 | Validation Loss = 0.0014448024960594 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.129980
[018] Training Loss = 0.0089963090072663 | Validation Loss = 0.0007867266847035 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.147024
[019] Training Loss = 0.0082627432547883 | Validation Loss = 0.0004760082420084 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.132677
[020] Training Loss = 0.0078289796691309 | Validation Loss = 0.0004556418111651 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.122258
[021] Training Loss = 0.0064537173170594 | Validation Loss = 0.0002486612422078 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.121693
[022] Training Loss = 0.0063282672768990 | Validation Loss = 0.0002358869804285 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.125822
[023] Training Loss = 0.0056317973976116 | Validation Loss = 0.0008467761369621 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:04.123838
