[001] Training Loss = 1.1099187475823331 | Validation Loss = 0.9958989677876388 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.291751
[002] Training Loss = 0.9983016406268277 | Validation Loss = 0.9945201161197390 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.054799
[003] Training Loss = 0.9946712705783592 | Validation Loss = 0.9931604850409192 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.081557
[004] Training Loss = 0.9937972016581040 | Validation Loss = 0.9938149762016495 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.131540
[005] Training Loss = 0.9930130117564337 | Validation Loss = 0.9925209018163172 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.176179
[006] Training Loss = 0.9932440186302803 | Validation Loss = 0.9925167052049931 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.160902
[007] Training Loss = 0.9926676257600979 | Validation Loss = 0.9925933882427525 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.078095
[008] Training Loss = 0.9925881722853683 | Validation Loss = 0.9925463272194724 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:29.184711
[009] Training Loss = 0.9925961793093454 | Validation Loss = 0.9925781963459359 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:29.168564
[010] Training Loss = 0.9926270269661112 | Validation Loss = 0.9928953258267853 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:29.201852
[011] Training Loss = 0.9926303983925294 | Validation Loss = 0.9924933903942605 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:29.152649
[012] Training Loss = 0.9926154677031408 | Validation Loss = 0.9925804352667464 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:29.104742
[013] Training Loss = 0.9925619359560172 | Validation Loss = 0.9925038750965925 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:29.139716
[014] Training Loss = 0.9925702918633184 | Validation Loss = 0.9925510125708271 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:29.132455
[015] Training Loss = 0.9925403437187752 | Validation Loss = 0.9925808939724735 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:29.125119
[016] Training Loss = 0.9927091889889433 | Validation Loss = 0.9925705184857906 | Learning Rate = 0.0001920000000000 | Elapsed Time = 0:00:29.119211
[017] Training Loss = 0.9925517776871257 | Validation Loss = 0.9925503135906716 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:29.129650
[018] Training Loss = 0.9925639018377043 | Validation Loss = 0.9925699942506740 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:29.125249
[019] Training Loss = 0.9925453588407154 | Validation Loss = 0.9925663901342474 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:29.117540
[020] Training Loss = 0.9925368045249845 | Validation Loss = 0.9925438698673634 | Learning Rate = 0.0001536000000000 | Elapsed Time = 0:00:29.112663
[021] Training Loss = 0.9925378994118688 | Validation Loss = 0.9925359408112248 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:29.123018
[022] Training Loss = 0.9925715863721393 | Validation Loss = 0.9925360937131338 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:29.149003
[023] Training Loss = 0.9925462726116477 | Validation Loss = 0.9925529566093845 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:29.121168
[024] Training Loss = 0.9925563738457002 | Validation Loss = 0.9925510344139570 | Learning Rate = 0.0001228800000000 | Elapsed Time = 0:00:29.126661
[025] Training Loss = 0.9925439451048107 | Validation Loss = 0.9925620870376652 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:29.121733
[026] Training Loss = 0.9925425738416583 | Validation Loss = 0.9925669362124939 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:29.089086
[027] Training Loss = 0.9925479278354882 | Validation Loss = 0.9925605580185751 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:29.098852
[028] Training Loss = 0.9925463381410374 | Validation Loss = 0.9925519081391513 | Learning Rate = 0.0000983040000000 | Elapsed Time = 0:00:29.118154
[029] Training Loss = 0.9925577523898956 | Validation Loss = 0.9925378411635224 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.120473
[030] Training Loss = 0.9925505126058547 | Validation Loss = 0.9925663682911176 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.115201
[031] Training Loss = 0.9925560801769542 | Validation Loss = 0.9925360937131338 | Learning Rate = 0.0000786432000000 | Elapsed Time = 0:00:29.112127
