[001] Training Loss = 1.0117767092324763 | Validation Loss = 0.9893557600494796 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.601295
[002] Training Loss = 0.9779659630932378 | Validation Loss = 0.9594078516175357 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.343065
[003] Training Loss = 0.9422138716545115 | Validation Loss = 0.9193134278886945 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.364947
[004] Training Loss = 0.6828062584815856 | Validation Loss = 0.2429974379992236 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.364386
[005] Training Loss = 0.2028191976147112 | Validation Loss = 0.0299486190536736 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.410071
[006] Training Loss = 0.0607777629855283 | Validation Loss = 0.0083066756537570 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.423639
[007] Training Loss = 0.0176659981818994 | Validation Loss = 0.0079811156707380 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.432886
[008] Training Loss = 0.0092607559253560 | Validation Loss = 0.0048985408756121 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.432225
[009] Training Loss = 0.0064818771346493 | Validation Loss = 0.0026048193923011 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.411594
[010] Training Loss = 0.0046020188772902 | Validation Loss = 0.0030249643880593 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.398289
[011] Training Loss = 0.0037979772028321 | Validation Loss = 0.0019031273761095 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.400852
[012] Training Loss = 0.0031796887959888 | Validation Loss = 0.0026928887126640 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.416204
[013] Training Loss = 0.0028286980141470 | Validation Loss = 0.0027234596263542 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.450229
[014] Training Loss = 0.0024066396969925 | Validation Loss = 0.0009794203245846 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.472466
[015] Training Loss = 0.0022141319010192 | Validation Loss = 0.0011492081937125 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.459805
[016] Training Loss = 0.0021301820631592 | Validation Loss = 0.0014827094094879 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.481207
[017] Training Loss = 0.0020106055182185 | Validation Loss = 0.0010648715123728 | Learning Rate = 0.0003000000000000 | Elapsed Time = 0:00:13.497586
[018] Training Loss = 0.0018774716729282 | Validation Loss = 0.0009847086111783 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:13.499560
[019] Training Loss = 0.0012161436047684 | Validation Loss = 0.0004866665615070 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:13.463227
[020] Training Loss = 0.0011891530286967 | Validation Loss = 0.0004238686860610 | Learning Rate = 0.0002400000000000 | Elapsed Time = 0:00:13.443724
